LOC_Os03g08460 0
LOC_Os01g64000 0
LOC_Os01g62920 0
LOC_Os04g52410 0
LOC_Os01g19694 0
LOC_Os08g43334 0
LOC_Os05g38120 0
LOC_Os03g51710 0
LOC_Os02g49370 0
LOC_Os01g62410 0
LOC_Os03g59460 0
LOC_Os08g45110 0
LOC_Os01g68370 0
LOC_Os11g05640 0
LOC_Os01g53650 0
LOC_Os12g06010 0
LOC_Os01g52090 0
LOC_Os03g50110 0
LOC_Os01g39020 0
LOC_Os02g33560 0
LOC_Os11g35030 0
LOC_Os03g07940 0
LOC_Os02g43820 0
LOC_Os03g20910 0
LOC_Os01g47710 0
LOC_Os08g01700 0
LOC_Os03g19900 0
LOC_Os01g12440 0
LOC_Os01g46870 0
LOC_Os04g01480 0
LOC_Os07g44640 0
LOC_Os02g07800 0
LOC_Os03g05480 0
LOC_Os03g50920 0
LOC_Os01g21120 0
LOC_Os07g47790 0
LOC_Os02g45570 0
LOC_Os04g52770 0
LOC_Os08g05510 0
LOC_Os06g46400 0
LOC_Os06g49080 0
LOC_Os01g63980 0
LOC_Os05g43380 0
LOC_Os11g30484 0
LOC_Os02g46940 0
LOC_Os07g44690 0
LOC_Os02g19804 0
LOC_Os05g28350 0
LOC_Os05g36100 0
LOC_Os06g08290 0
LOC_Os05g01550 0
LOC_Os01g42710 0
LOC_Os05g09630 0
LOC_Os04g41820 0
LOC_Os04g34970 0
LOC_Os02g18660 0
LOC_Os02g43170 0
LOC_Os06g41384 0
LOC_Os06g48534 0
LOC_Os04g38400 0
LOC_Os02g18370 0
LOC_Os02g06584 0
LOC_Os08g43200 0
LOC_Os04g30890 0
LOC_Os02g53150 0
LOC_Os08g29500 0
LOC_Os03g51330 0
LOC_Os08g19590 0
LOC_Os01g48446 0
LOC_Os06g14190 0
LOC_Os12g40590 0
LOC_Os03g21800 0
LOC_Os01g40670 0
LOC_Os08g36450 0
LOC_Os01g52680 0
LOC_Os01g74540 0
LOC_Os05g51830 0
LOC_Os01g67970 0
LOC_Os05g43920 0
LOC_Os04g57010 0
LOC_Os02g48060 0
LOC_Os08g06330 0
LOC_Os03g50900 0
LOC_Os07g13170 0
LOC_Os05g41070 0
LOC_Os01g59660 0
LOC_Os03g48450 0
LOC_Os02g07840 0
LOC_Os04g55970 0
LOC_Os01g13460 0
LOC_Os06g05890 0
LOC_Os03g05690 0
LOC_Os06g12400 0
LOC_Os01g59350 0
LOC_Os06g44750 0
LOC_Os03g60120 0
LOC_Os06g45840 0
LOC_Os02g34370 0
LOC_Os03g55164 0
LOC_Os05g36160 0
LOC_Os07g10890 0
LOC_Os04g02730 0
LOC_Os06g10710 0
LOC_Os07g39310 0
LOC_Os02g05510 0
LOC_Os01g39100 0
LOC_Os08g23470 0
LOC_Os06g02560 0
LOC_Os12g07790 0
LOC_Os04g57600 0
LOC_Os08g37920 0
LOC_Os06g40330 0
LOC_Os02g05450 0
LOC_Os03g06860 0
LOC_Os02g53690 0
LOC_Os02g34260 0
LOC_Os02g40070 0
LOC_Os08g43090 0
LOC_Os03g42430 0
LOC_Os01g51154 0
LOC_Os03g12120 0
LOC_Os05g34050 0
LOC_Os07g28910 0
LOC_Os10g07080 0
LOC_Os01g17260 0
LOC_Os06g30830 0
LOC_Os12g40710 0
LOC_Os03g63530 0
LOC_Os01g48320 0
LOC_Os02g09650 0
LOC_Os06g35900 0
LOC_Os12g09250 0
LOC_Os12g18120 0
LOC_Os02g38130 0
LOC_Os03g15660 0
LOC_Os12g40730 0
LOC_Os01g53220 0
LOC_Os08g04170 0
LOC_Os09g29830 0
LOC_Os02g13800 0
LOC_Os06g06900 0
LOC_Os02g34590 0
LOC_Os02g32590 0
LOC_Os08g06140 0
LOC_Os03g61570 0
LOC_Os01g70810 0
LOC_Os07g39480 0
LOC_Os06g35960 0
LOC_Os07g44950 0
LOC_Os03g12370 0
LOC_Os01g63160 0
LOC_Os06g41770 0
LOC_Os04g39960 0
LOC_Os01g49160 0
LOC_Os01g32770 0
LOC_Os03g33012 0
LOC_Os02g18460 0
LOC_Os03g05160 0
LOC_Os08g10560 0
LOC_Os07g48870 0
LOC_Os01g51610 0
LOC_Os01g04020 0
LOC_Os01g09620 0
LOC_Os05g34310 0
LOC_Os02g10080 0
LOC_Os03g63750 0
LOC_Os08g23880 0
LOC_Os03g13400 0
LOC_Os09g29130 0
LOC_Os08g37730 0
LOC_Os01g54210 0
LOC_Os01g72490 0
LOC_Os07g38090 0
LOC_Os08g06240 0
LOC_Os08g42440 0
LOC_Os01g09280 0
LOC_Os11g09160 0
LOC_Os12g38940 0
LOC_Os03g42240 0
LOC_Os08g14400 0
LOC_Os09g34950 0
LOC_Os08g36700 0
LOC_Os10g14040 0
LOC_Os12g42970 0
LOC_Os01g07120 0
LOC_Os03g31230 0
LOC_Os06g16400 0
LOC_Os06g47590 0
LOC_Os02g45480 0
LOC_Os03g03900 0
LOC_Os01g62660 0
LOC_Os12g33950 0
LOC_Os08g28214 0
