LOC_Os03g08460 0 transcription M_2
LOC_Os01g64000 0 transcription M_2
LOC_Os01g62920 0 transcription M_2
LOC_Os04g52410 0 transcription M_2
LOC_Os01g19694 0 transcription M_2
LOC_Os08g43334 0 transcription M_2
LOC_Os05g38120 0 transcription M_2
LOC_Os03g51710 0 transcription M_2
LOC_Os02g49370 0 transcription M_2
LOC_Os01g62410 0 transcription M_2
LOC_Os03g59460 0 transcription M_2
LOC_Os08g45110 0 transcription M_2
LOC_Os01g68370 0 transcription M_2
LOC_Os11g05640 0 transcription M_2
LOC_Os01g53650 0 transcription M_2
LOC_Os12g06010 0 transcription M_2
LOC_Os01g52090 0 transcription M_2
LOC_Os03g50110 0 transcription M_2
LOC_Os01g39020 0 transcription M_2
LOC_Os02g33560 0 transcription M_2
LOC_Os11g35030 0 transcription M_2
LOC_Os03g07940 0 transcription M_2
LOC_Os02g43820 0 transcription M_2
LOC_Os03g20910 0 transcription M_2
LOC_Os01g47710 0 transcription M_2
LOC_Os08g01700 0 transcription M_2
LOC_Os03g19900 0 transcription M_2
LOC_Os01g12440 0 transcription M_2
LOC_Os01g46870 0 transcription M_2
LOC_Os04g01480 0 transcription M_2
LOC_Os07g44640 0 transcription M_2
LOC_Os02g07800 0 transcription M_2
LOC_Os03g05480 0 transcription M_2
LOC_Os03g50920 0 transcription M_2
LOC_Os01g21120 0 transcription M_2
LOC_Os07g47790 0 transcription M_2
LOC_Os02g45570 0 transcription M_2
LOC_Os04g52770 0 transcription M_2
LOC_Os08g05510 0 transcription M_2
LOC_Os06g46400 0 transcription M_2
LOC_Os06g49080 0 transcription M_2
LOC_Os01g63980 0 transcription M_2
LOC_Os05g43380 0 transcription M_2
LOC_Os11g30484 0 transcription M_2
LOC_Os02g46940 0 transcription M_2
LOC_Os07g44690 0 transcription M_2
LOC_Os02g19804 0 transcription M_2
LOC_Os05g28350 0 transcription M_2
LOC_Os05g36100 0 transcription M_2
LOC_Os06g08290 0 transcription M_2
LOC_Os05g01550 0 transcription M_2
LOC_Os01g42710 0 transcription M_2
LOC_Os05g09630 0 transcription M_2
LOC_Os04g41820 0 transcription M_2
LOC_Os04g34970 0 transcription M_2
LOC_Os02g18660 0 transcription M_2
LOC_Os02g43170 0 transcription M_2
LOC_Os06g41384 0 transcription M_2
LOC_Os06g48534 0 transcription M_2
LOC_Os04g38400 0 transcription M_2
LOC_Os02g18370 0 transcription M_2
LOC_Os02g06584 0 transcription M_2
LOC_Os08g43200 0 transcription M_2
LOC_Os04g30890 0 transcription M_2
LOC_Os02g53150 0 transcription M_2
LOC_Os08g29500 0 transcription M_2
LOC_Os03g51330 0 transcription M_2
LOC_Os08g19590 0 transcription M_2
LOC_Os01g48446 0 transcription M_2
LOC_Os06g14190 0 transcription M_2
LOC_Os12g40590 0 transcription M_2
LOC_Os03g21800 0 transcription M_2
LOC_Os01g40670 0 transcription M_2
LOC_Os08g36450 0 transcription M_2
LOC_Os01g52680 0 transcription M_2
LOC_Os01g74540 0 transcription M_2
LOC_Os05g51830 0 transcription M_2
LOC_Os01g67970 0 transcription M_2
LOC_Os05g43920 0 transcription M_2
LOC_Os04g57010 0 transcription M_2
LOC_Os02g48060 0 transcription M_2
LOC_Os08g06330 0 transcription M_2
LOC_Os03g50900 0 transcription M_2
LOC_Os07g13170 0 transcription M_2
LOC_Os05g41070 0 transcription M_2
LOC_Os01g59660 0 transcription M_2
LOC_Os03g48450 0 transcription M_2
LOC_Os02g07840 0 transcription M_2
LOC_Os04g55970 0 transcription M_2
LOC_Os01g13460 0 transcription M_2
LOC_Os06g05890 0 transcription M_2
LOC_Os03g05690 0 transcription M_2
LOC_Os06g12400 0 transcription M_2
LOC_Os01g59350 0 transcription M_2
LOC_Os06g44750 0 transcription M_2
LOC_Os03g60120 0 transcription M_2
LOC_Os06g45840 0 transcription M_2
LOC_Os02g34370 0 transcription M_2
LOC_Os03g55164 0 transcription M_2
LOC_Os05g36160 0 transcription M_2
LOC_Os07g10890 0 transcription M_2
LOC_Os04g02730 0 transcription M_2
LOC_Os06g10710 0 transcription M_2
LOC_Os07g39310 0 transcription M_2
LOC_Os02g05510 0 transcription M_2
LOC_Os01g39100 0 transcription M_2
LOC_Os08g23470 0 transcription M_2
LOC_Os06g02560 0 transcription M_2
LOC_Os12g07790 0 transcription M_2
LOC_Os04g57600 0 transcription M_2
LOC_Os08g37920 0 transcription M_2
LOC_Os06g40330 0 transcription M_2
LOC_Os02g05450 0 transcription M_2
LOC_Os03g06860 0 transcription M_2
LOC_Os02g53690 0 transcription M_2
LOC_Os02g34260 0 transcription M_2
LOC_Os02g40070 0 transcription M_2
LOC_Os08g43090 0 transcription M_2
LOC_Os03g42430 0 transcription M_2
LOC_Os01g51154 0 transcription M_2
LOC_Os03g12120 0 transcription M_2
LOC_Os05g34050 0 transcription M_2
LOC_Os07g28910 0 transcription M_2
LOC_Os10g07080 0 transcription M_2
LOC_Os01g17260 0 transcription M_2
LOC_Os06g30830 0 transcription M_2
LOC_Os12g40710 0 transcription M_2
LOC_Os03g63530 0 transcription M_2
LOC_Os01g48320 0 transcription M_2
LOC_Os02g09650 0 transcription M_2
LOC_Os06g35900 0 transcription M_2
LOC_Os12g09250 0 transcription M_2
LOC_Os12g18120 0 transcription M_2
LOC_Os02g38130 0 transcription M_2
LOC_Os03g15660 0 transcription M_2
LOC_Os12g40730 0 transcription M_2
LOC_Os01g53220 0 transcription M_2
LOC_Os08g04170 0 transcription M_2
LOC_Os09g29830 0 transcription M_2
LOC_Os02g13800 0 transcription M_2
LOC_Os06g06900 0 transcription M_2
LOC_Os02g34590 0 transcription M_2
LOC_Os02g32590 0 transcription M_2
LOC_Os08g06140 0 transcription M_2
LOC_Os03g61570 0 transcription M_2
LOC_Os01g70810 0 transcription M_2
LOC_Os07g39480 0 transcription M_2
LOC_Os06g35960 0 transcription M_2
LOC_Os07g44950 0 transcription M_2
LOC_Os03g12370 0 transcription M_2
LOC_Os01g63160 0 transcription M_2
LOC_Os06g41770 0 transcription M_2
LOC_Os04g39960 0 transcription M_2
LOC_Os01g49160 0 transcription M_2
LOC_Os01g32770 0 transcription M_2
LOC_Os03g33012 0 transcription M_2
LOC_Os02g18460 0 transcription M_2
LOC_Os03g05160 0 transcription M_2
LOC_Os08g10560 0 transcription M_2
LOC_Os07g48870 0 transcription M_2
LOC_Os01g51610 0 transcription M_2
LOC_Os01g04020 0 transcription M_2
LOC_Os01g09620 0 transcription M_2
LOC_Os05g34310 0 transcription M_2
LOC_Os02g10080 0 transcription M_2
LOC_Os03g63750 0 transcription M_2
LOC_Os08g23880 0 transcription M_2
LOC_Os03g13400 0 transcription M_2
LOC_Os09g29130 0 transcription M_2
LOC_Os08g37730 0 transcription M_2
LOC_Os01g54210 0 transcription M_2
LOC_Os01g72490 0 transcription M_2
LOC_Os07g38090 0 transcription M_2
LOC_Os08g06240 0 transcription M_2
LOC_Os08g42440 0 transcription M_2
LOC_Os01g09280 0 transcription M_2
LOC_Os11g09160 0 transcription M_2
LOC_Os12g38940 0 transcription M_2
LOC_Os03g42240 0 transcription M_2
LOC_Os08g14400 0 transcription M_2
LOC_Os09g34950 0 transcription M_2
LOC_Os08g36700 0 transcription M_2
LOC_Os10g14040 0 transcription M_2
LOC_Os12g42970 0 transcription M_2
LOC_Os01g07120 0 transcription M_2
LOC_Os03g31230 0 transcription M_2
LOC_Os06g16400 0 transcription M_2
LOC_Os06g47590 0 transcription M_2
LOC_Os02g45480 0 transcription M_2
LOC_Os03g03900 0 transcription M_2
LOC_Os01g62660 0 transcription M_2
LOC_Os12g33950 0 transcription M_2
LOC_Os08g28214 0 transcription M_2
LOC_Os02g47770 0 transcription M_2
LOC_Os07g48560 0 transcription M_2
LOC_Os04g40060 0 transcription M_2
LOC_Os05g29810 0 transcription M_2
LOC_Os05g45020 0 transcription M_2
LOC_Os12g41920 0 transcription M_2
LOC_Os12g07120 0 transcription M_2
LOC_Os08g23570 0 transcription M_2
LOC_Os07g31400 0 transcription M_2
LOC_Os02g46030 0 transcription M_2
LOC_Os06g09810 0 transcription M_2
LOC_Os08g32990 0 transcription M_2
LOC_Os01g32890 0 transcription M_2
LOC_Os01g01600 0 transcription M_2
LOC_Os01g45860 0 transcription M_2
LOC_Os01g50110 0 transcription M_2
LOC_Os08g39980 0 transcription M_2
LOC_Os04g45750 0 transcription M_2
LOC_Os03g42230 0 transcription M_2
LOC_Os08g38990 0 transcription M_2
LOC_Os01g07880 0 transcription M_2
LOC_Os06g19980 0 transcription M_2
LOC_Os10g17630 0 transcription M_2
LOC_Os03g56010 0 transcription M_2
LOC_Os12g38960 0 transcription M_2
LOC_Os12g38200 0 transcription M_2
LOC_Os04g11830 0 transcription M_2
LOC_Os02g36510 0 transcription M_2
LOC_Os05g37730 0 transcription M_2
LOC_Os06g42630 0 transcription M_2
LOC_Os03g10140 0 transcription M_2
LOC_Os07g37920 0 transcription M_2
LOC_Os01g55549 0 transcription M_2
LOC_Os05g39590 0 transcription M_2
LOC_Os04g46440 0 transcription M_2
LOC_Os01g16810 0 transcription M_2
LOC_Os03g26130 0 transcription M_2
LOC_Os04g35800 0 transcription M_2
LOC_Os04g40930 0 transcription M_2
LOC_Os04g45650 0 transcription M_2
LOC_Os04g42570 0 transcription M_2
LOC_Os06g43910 0 transcription M_2
LOC_Os02g52950 0 transcription M_2
LOC_Os04g39520 0 transcription M_2
LOC_Os09g34060 0 transcription M_2
LOC_Os04g36590 0 transcription M_2
LOC_Os01g55340 0 transcription M_2
LOC_Os04g50090 0 transcription M_2
LOC_Os10g02620 0 transcription M_2
LOC_Os09g33550 0 transcription M_2
LOC_Os05g34830 0 transcription M_2
LOC_Os02g48270 0 transcription M_2
LOC_Os11g07700 0 transcription M_2
LOC_Os04g50070 0 transcription M_2
LOC_Os04g27410 0 transcription M_2
LOC_Os08g14880 0 transcription M_2
LOC_Os03g03760 0 transcription M_2
LOC_Os05g49010 0 transcription M_2
LOC_Os05g27980 0 transcription M_2
LOC_Os06g12360 0 transcription M_2
LOC_Os02g06910 0 transcription M_2
LOC_Os03g19120 0 transcription M_2
LOC_Os05g31420 0 transcription M_2
LOC_Os08g17100 0 transcription M_2
LOC_Os01g16660 0 transcription M_2
LOC_Os01g23770 0 transcription M_2
LOC_Os05g49310 0 transcription M_2
LOC_Os01g47560 0 transcription M_2
LOC_Os01g08790 0 transcription M_2
LOC_Os08g37810 0 transcription M_2
LOC_Os01g55580 0 transcription M_2
LOC_Os12g07280 0 transcription M_2
LOC_Os02g16240 0 transcription M_2
LOC_Os06g36930 0 transcription M_2
LOC_Os12g06080 0 transcription M_2
LOC_Os06g10780 0 transcription M_2
LOC_Os02g30700 0 transcription M_2
LOC_Os12g33070 0 transcription M_2
LOC_Os01g62510 0 transcription M_2
LOC_Os10g38000 0 transcription M_2
LOC_Os02g09480 0 transcription M_2
LOC_Os12g41950 0 transcription M_2
LOC_Os05g14130 0 transcription M_2
LOC_Os04g39050 0 transcription M_2
LOC_Os06g50830 0 transcription M_2
LOC_Os02g39540 0 transcription M_2
LOC_Os09g01140 0 transcription M_2
LOC_Os01g60540 0 transcription M_2
LOC_Os11g45530 0 transcription M_2
LOC_Os01g14420 0 transcription M_2
LOC_Os10g33940 0 transcription M_2
LOC_Os07g16330 0 transcription M_2
LOC_Os03g62100 0 transcription M_2
LOC_Os05g25260 0 transcription M_2
LOC_Os07g44200 0 transcription M_2
LOC_Os08g32440 0 transcription M_2
LOC_Os04g10260 0 transcription M_2
LOC_Os11g06410 0 transcription M_2
LOC_Os07g03770 1 regulation of transcription M_4
LOC_Os05g11414 1 regulation of transcription M_4
LOC_Os02g13310 1 regulation of transcription M_4
LOC_Os03g51690 1 regulation of transcription M_4
LOC_Os06g36680 1 regulation of transcription M_4
LOC_Os09g27650 1 regulation of transcription M_4
LOC_Os04g53540 1 regulation of transcription M_4
LOC_Os08g08820 1 regulation of transcription M_4
LOC_Os09g24820 1 regulation of transcription M_4
LOC_Os06g40960 1 regulation of transcription M_4
LOC_Os12g42610 1 regulation of transcription M_4
LOC_Os04g45330 1 regulation of transcription M_4
LOC_Os01g55150 1 regulation of transcription M_4
LOC_Os10g40810 1 regulation of transcription M_4
LOC_Os04g56850 1 regulation of transcription M_4
LOC_Os06g15480 1 regulation of transcription M_4
LOC_Os03g07450 1 regulation of transcription M_4
LOC_Os09g31140 1 regulation of transcription M_4
LOC_Os07g06620 1 regulation of transcription M_4
LOC_Os04g57610 1 regulation of transcription M_4
LOC_Os11g32100 1 regulation of transcription M_4
LOC_Os04g51190 1 regulation of transcription M_4
LOC_Os09g33580 1 regulation of transcription M_4
LOC_Os01g63510 1 regulation of transcription M_4
LOC_Os08g44190 1 regulation of transcription M_4
LOC_Os10g42490 1 regulation of transcription M_4
LOC_Os02g01380 1 regulation of transcription M_4
LOC_Os02g46560 1 regulation of transcription M_4
LOC_Os02g45250 1 regulation of transcription M_4
LOC_Os06g46410 1 regulation of transcription M_4
LOC_Os08g42470 1 regulation of transcription M_4
LOC_Os07g03250 1 regulation of transcription M_4
LOC_Os09g23200 1 regulation of transcription M_4
LOC_Os02g42950 1 regulation of transcription M_4
